?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/XPO_0125897>	"Absence of mesonephric early distal tubule."	
<http://purl.obolibrary.org/obo/XPO_0124895>	"Absence of striatum."	
<http://purl.obolibrary.org/obo/UBERON_0010047>	"Gland of the epithelium lining the oral cavity. The most common are the salivary glands."	"VHOG:0000652 EHDAA:2181 EHDAA2:0001327 EMAPA:16723 EMAPA:16572"
<http://purl.obolibrary.org/obo/XPO_0102913>	"Any unspecified morphological anomaly of the tympanic disk, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0132871>	"An abnormal development of the adrenal medulla."	
<http://purl.obolibrary.org/obo/GO_1902217>	"Any apoptotic process in an erythrocyte."	
<http://purl.obolibrary.org/obo/UBERON_0011222>		"EMAPA:18808 FMA:49150 AAO:0010038"
<http://purl.obolibrary.org/obo/CL_0000055>	"A precursor cell with a limited number of potential fates."	"FMA:84782 BTO:0000125"
<http://purl.obolibrary.org/obo/XPO_0130924>	"An increase in the size of the blastomere V1.2.2."	
<http://purl.obolibrary.org/obo/XAO_0004549>	"A set of septal nuclei comprising the dorsal aspect of the forebrain septum."	
<http://purl.obolibrary.org/obo/GO_0021700>	"A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure, cell or cellular component to attain its fully functional state."	
<http://purl.obolibrary.org/obo/XPO_0129861>	"An increase in the size of the abdominal myoblast."	
<http://purl.obolibrary.org/obo/XPO_0131530>	"Absence of posterior endomesoderm."	
<http://purl.obolibrary.org/obo/XPO_0125461>	"Absence of bottle cell."	
<http://purl.obolibrary.org/obo/XPO_0103766>	"An increase in the size of the hypaxial muscle."	
<http://purl.obolibrary.org/obo/GO_0014064>	"Any process that activates or increases the frequency, rate or extent of the regulated release of serotonin."	
<http://purl.obolibrary.org/obo/XPO_0141860>	"Abnormal malate-aspartate shuttle."	
<http://purl.obolibrary.org/obo/XPO_0129312>	"An abnormal reduction in the size of the periosteum (sensu fibrous layer)."	
<http://purl.obolibrary.org/obo/XPO_0103410>	"The presence of an increased number of claw of hindlimb digit 3 in the regenerating hindlimb."	
<http://purl.obolibrary.org/obo/PR_P22646>	"A CD3 epsilon that is encoded in the genome of mouse."	"UniProtKB:P22646"
<http://purl.obolibrary.org/obo/XPO_0139017>	"A decreased occurrence of cell population proliferation in odontode tissue."	
<http://purl.obolibrary.org/obo/XPO_0141651>	"The presence of abnormally proliferating masses of cells in right atrium."	
<http://purl.obolibrary.org/obo/XPO_0140655>	"An abnormally necrotic branchial arch skeleton 4."	
<http://purl.obolibrary.org/obo/XPO_0125179>	"Absence of spiracle."	
<http://purl.obolibrary.org/obo/XPO_0100989>	"Abnormality of right blastomere."	
<http://purl.obolibrary.org/obo/XPO_0130416>	"An increase in the size of the blastopore."	
<http://purl.obolibrary.org/obo/UBERON_0005428>	"Vagal neural crest is adjacent to the first seven somites gives rise to both ganglionic and ectomesenchymal derivatives[ZFA]."	"EHDAA2:0002156 VHOG:0001208 XAO:0004191 ZFA:0000818 EHDAA:669 TAO:0000818"
<http://purl.obolibrary.org/obo/XAO_0000228>	"The evagination of neurectoderm, which has pinched off from the anterior neural keel, that precedes formation of the optic cup."	"UBERON:0004128"
<http://purl.obolibrary.org/obo/XPO_0132188>	"An abnormal development of the mineralized tissue."	
<http://purl.obolibrary.org/obo/XPO_0134625>	"An increased occurrence of apoptotic process in atrial septum."	
<http://purl.obolibrary.org/obo/XPO_0130208>	"An increase in the size of the vestibular apparatus."	
<http://purl.obolibrary.org/obo/XPO_0136113>	"An increased occurrence of cell population proliferation in anterior-proximal mesenchyme."	
<http://purl.obolibrary.org/obo/XPO_0102564>	"Any unspecified morphological anomaly of the olfactory region, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XAO_0004425>	"The presumptive cells of the levator mandibulae longus internus muscle."	
<http://purl.obolibrary.org/obo/GO_0009092>	"The chemical reactions and pathways involving homoserine, alpha-amino-gamma-hydroxybutyric acid, an intermediate in the biosynthesis of cystathionine, threonine and methionine."	
<http://purl.obolibrary.org/obo/XAO_0003044>	"Primary germ layer that can give rise to both mesoderm and endoderm."	"UBERON:0000089"
<http://purl.obolibrary.org/obo/XPO_0130792>	"An increase in the size of the Rohon-Beard neuron."	
<http://purl.obolibrary.org/obo/PATO_0001476>	"A positional which is relatively low."	
<http://purl.obolibrary.org/obo/XPO_0127827>	"An abnormally localised m. rectus cervicus."	
<http://purl.obolibrary.org/obo/XPO_0138516>	"A decreased occurrence of cell population proliferation in trunk somite 13."	
<http://purl.obolibrary.org/obo/GO_2000726>	"Any process that stops, prevents or reduces the frequency, rate or extent of cardiac muscle cell differentiation."	
<http://purl.obolibrary.org/obo/GO_0006415>	"The process resulting in the release of a polypeptide chain from the ribosome, usually in response to a termination codon (UAA, UAG, or UGA in the universal genetic code)."	
<http://purl.obolibrary.org/obo/XPO_0128210>	"An abnormal reduction in the size of the arteria iliaca communis."	
<http://purl.obolibrary.org/obo/XPO_0138102>	"A decreased occurrence of apoptotic process in posterior hindgut endoderm."	
<http://purl.obolibrary.org/obo/XPO_0140783>	"An abnormally necrotic processus ascendens palatoquadrate."	
<http://purl.obolibrary.org/obo/XAO_0003135>	"Compartment of tail somite 14 that is a precursor of the axial skeleton."	
<http://purl.obolibrary.org/obo/XPO_0101113>	"Abnormality of stage IV oocyte."	
<http://purl.obolibrary.org/obo/GO_0008610>	"The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."	
<http://purl.obolibrary.org/obo/XPO_0139339>	"A decreased occurrence of cell population proliferation in ventral funiculus."	
<http://purl.obolibrary.org/obo/XPO_0103306>	"Absence of otic vesicle."	
<http://purl.obolibrary.org/obo/XPO_0125889>	"Absence of ventral caudal lymphatic vessel."	
<http://purl.obolibrary.org/obo/XPO_0135261>	"An increased occurrence of cell population proliferation in follicle cell."	
<http://purl.obolibrary.org/obo/XPO_0134697>	"An increased occurrence of apoptotic process in dorsal habenular nucleus."	
<http://purl.obolibrary.org/obo/XPO_0100662>	"Abnormality of lung primordium."	
<http://purl.obolibrary.org/obo/XPO_0133674>	"An increased occurrence of apoptotic process in ciliary body."	
<http://purl.obolibrary.org/obo/XPO_0126401>	"An abnormally localised optic tectum."	
<http://purl.obolibrary.org/obo/XPO_0138135>	"A decreased occurrence of apoptotic process in foregut epithelium."	
<http://purl.obolibrary.org/obo/GO_2001056>	"Any process that activates or increases the frequency, rate or extent of cysteine-type endopeptidase activity."	
<http://purl.obolibrary.org/obo/XPO_0125533>	"Absence of myelin accumulating cell."	
<http://purl.obolibrary.org/obo/XPO_0139708>	"A decreased occurrence of cell population proliferation in roof of mouth."	
<http://purl.obolibrary.org/obo/XPO_0124778>	"Absence of posterior hypothalamus."	
<http://purl.obolibrary.org/obo/XAO_1000042>	"Nieuwkoop and Faber stage 26, corresponding to an embryo of age 1 day, 5 hr 30 min at 22-24 Celsius and having the following external morphological criteria: Otic vesicle protruding. Pronephros distinctly visible. Myotomes showing through for the first time. Fin somewhat broadened at dorso-caudal end of body. Beginning of spontaneous movements. Length: 3.0 - 3.3 mm."	
<http://purl.obolibrary.org/obo/XPO_0127502>	"An abnormally localised m. transversus anterior."	
<http://purl.obolibrary.org/obo/XPO_0136888>	"A decreased occurrence of apoptotic process in coelomic epithelium."	
<http://purl.obolibrary.org/obo/XPO_0100303>	"Abnormality of gamma cell."	
<http://purl.obolibrary.org/obo/XPO_0140176>	"An abnormally necrotic pelvic girdle primordium."	
<http://purl.obolibrary.org/obo/XPO_0129036>	"An abnormal reduction in the size of the pre-chordal neural plate border."	
<http://purl.obolibrary.org/obo/GO_0048146>	"Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."	
<http://purl.obolibrary.org/obo/UBERON_0012360>	"A bone element that is part of a jaw region."	"EMAPA:35453 SCTID:369003004 MA:0003130"
<http://purl.obolibrary.org/obo/PATO_0002250>	"A degree of pigmentation quality that is relatively high."	
<http://purl.obolibrary.org/obo/XPO_0134616>	"An increased occurrence of apoptotic process in dorsal endoderm."	
<http://purl.obolibrary.org/obo/XPO_0129269>	"An abnormal reduction in the size of the primary spermatogonium."	
<http://purl.obolibrary.org/obo/XPO_0128672>	"An abnormal reduction in the size of the liver."	
<http://purl.obolibrary.org/obo/GO_0003314>	"The process in which the anatomical structures of the heart rudiment are generated and organized."	
<http://purl.obolibrary.org/obo/XPO_0102736>	"Any unspecified morphological anomaly of the anteroventral lateral line placode, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/GO_1904748>	"Any process that modulates the frequency, rate or extent of apoptotic process involved in development."	
<http://purl.obolibrary.org/obo/XPO_0141740>	"Abnormal cell volume homeostasis."	
<http://purl.obolibrary.org/obo/UBERON_0004357>	"An outgrowth on the lateral trunk of the embryo that develops into a limb or paired fin. The limb/fin bud is divided into ectoderm and mesenchyme[cjm, modified from MP]."	"VHOG:0001258"
<http://purl.obolibrary.org/obo/XPO_0138946>	"A decreased occurrence of cell population proliferation in auditory hair cell."	
<http://purl.obolibrary.org/obo/XPO_0103739>	"An increase in the size of the pharyngeal region."	
<http://purl.obolibrary.org/obo/XPO_0135856>	"An increased occurrence of cell population proliferation in vestibulocochlear ganglion."	
<http://purl.obolibrary.org/obo/XPO_0131827>	"An abnormal development of the neuron."	
<http://purl.obolibrary.org/obo/CHEBI_16189>	"A sulfur oxoanion obtained by deprotonation of both OH groups of sulfuric acid."	"KEGG:C00059 PMID:14597181 PMID:15984785 CAS:14808-79-8 Wikipedia:Sulfate PMID:19812358 PMID:18815700 PMID:16534979 Beilstein:3648446 PMID:17420092 PMID:18846414 KEGG:D05963 PDBeChem:SO4 PMID:16348007 PMID:17439666 PMID:17120760 MetaCyc:SULFATE PMID:16186560 HMDB:HMDB0001448 PMID:15093386 PMID:19244483 PMID:12668033 PMID:30398859 PMID:19628332 PMID:16656509 PMID:16483812 PMID:11798107 PMID:19544990 PMID:16345535 PMID:18398178 PMID:19047345 Reaxys:3648446 PMID:16742518 Gmelin:2120 PMID:17709180 PMID:16742508 PMID:11200094 PMID:16347366 PMID:11581495 PMID:12166931 PMID:11452993"
<http://purl.obolibrary.org/obo/XPO_0127523>	"An abnormally localised dorsal fin vasculature."	
<http://purl.obolibrary.org/obo/XPO_0135108>	"An increased occurrence of cell population proliferation in trunk region."	
<http://purl.obolibrary.org/obo/XPO_0126036>	"Absence of dorsal column nucleus."	
<http://purl.obolibrary.org/obo/XPO_0125671>	"Absence of otic capsule."	
<http://purl.obolibrary.org/obo/XPO_0136484>	"An increased occurrence of cell population proliferation in left-right organizer primordium."	
<http://purl.obolibrary.org/obo/XPO_0100216>	"Abnormality of hepato-pancreatic progenitor cell."	
<http://purl.obolibrary.org/obo/XPO_0132754>		
<http://purl.obolibrary.org/obo/XPO_0132005>	"An abnormal development of the vitelline membrane."	
<http://purl.obolibrary.org/obo/XPO_0137890>	"A decreased occurrence of apoptotic process in hepatocyte."	
<http://purl.obolibrary.org/obo/XPO_0128892>	"An abnormal reduction in the size of the mm. constrictores branchiales IV primordium."	
<http://purl.obolibrary.org/obo/XPO_0133200>	"An abnormal development of the peripheral nerve."	
<http://purl.obolibrary.org/obo/XPO_0130879>	"An increase in the size of the digestive enzyme secreting cell."	
<http://purl.obolibrary.org/obo/XPO_0131308>	"The presence of a reduced number of oxygen accumulating cell."	
<http://purl.obolibrary.org/obo/XPO_0125486>	"Absence of filter chamber."	
<http://purl.obolibrary.org/obo/XPO_0100104>	"Abnormality of embryonic structure."	
<http://purl.obolibrary.org/obo/XPO_0141610>	"Abnormal change from one fully differentiated cellular state into another in gonad."	
<http://purl.obolibrary.org/obo/XPO_0128042>	"An abnormal reduction in the size of the endoderm."	
<http://purl.obolibrary.org/obo/XPO_0140958>	"An abnormally necrotic fibrocartilage."	
<http://purl.obolibrary.org/obo/XPO_0140034>	"An abnormally necrotic blastomere D2.1."	
<http://purl.obolibrary.org/obo/UBERON_0004060>	"The layer of undifferentiated, proliferating cells that line the neural tube lumen that is the immediate transformation of the germinal neuroepithelium."	"EMAPA_RETIRED:16783 MA:0003193 EMAPA:35362 EMAPA:17152"
<http://purl.obolibrary.org/obo/XPO_0140774>	"An abnormally necrotic dorsal involuting marginal zone."	
<http://purl.obolibrary.org/obo/XPO_0131262>	"The presence of a reduced number of migratory neural crest cell."	
<http://purl.obolibrary.org/obo/XPO_0100080>	"Abnormality of aorta."	
<http://purl.obolibrary.org/obo/UBERON_0003853>	"A neural crest that has_potential_to_developmentally_contribute_to a spinal cord."	"VHOG:0001006 EMAPA:16881 EHDAA:696 EMAPA:16163"
<http://purl.obolibrary.org/obo/XPO_0141971>	"Absent or undetectable cilium movement in ciliated epidermal cell."	
<http://purl.obolibrary.org/obo/GO_2000284>	"Any process that activates or increases the frequency, rate or extent of cellular amino acid biosynthetic process."	
<http://purl.obolibrary.org/obo/XPO_0128157>	"An abnormal reduction in the size of the forelimb skeleton."	
<http://purl.obolibrary.org/obo/XPO_0141769>	"Abnormal ubiquitin recycling."	
<http://purl.obolibrary.org/obo/XPO_0127837>	"An abnormally localised erythroid cell."	
<http://purl.obolibrary.org/obo/GO_0052597>	"Catalysis of the reaction: a diamine + H2O + O2 = a monoamine + NH3 + hydrogen peroxide."	"MetaCyc:RXN-9599 EC:1.4.3.22"
<http://purl.obolibrary.org/obo/XPO_0115821>	"Any abnormal duplication of the trunk."	
<http://purl.obolibrary.org/obo/XPO_0138297>	"A decreased occurrence of cell population proliferation in bladder."	
<http://purl.obolibrary.org/obo/XPO_0132097>	"An abnormal development of the wound epidermis inner layer."	
<http://purl.obolibrary.org/obo/XPO_0135431>	"An increased occurrence of cell population proliferation in tongue."	
<http://purl.obolibrary.org/obo/GO_0006734>	"The chemical reactions and pathways involving reduced nicotinamide adenine dinucleotide (NADH), a coenzyme present in most living cells and derived from the B vitamin nicotinic acid."	
<http://purl.obolibrary.org/obo/XPO_0140879>	"An abnormally necrotic mammilary region."	
<http://purl.obolibrary.org/obo/XPO_0132854>	"An abnormal development of the oral cavity."	
<http://purl.obolibrary.org/obo/XPO_0136175>	"An increased occurrence of cell population proliferation in trabecula carnea."	
<http://purl.obolibrary.org/obo/XPO_0127665>	"An abnormally localised duodenum."	
<http://purl.obolibrary.org/obo/XAO_0003142>	"Compartment of tail somite 17 that is a precursor of muscle."	
<http://purl.obolibrary.org/obo/XPO_0129704>	"An increase in the size of the non-neural ectoderm."	
<http://purl.obolibrary.org/obo/XPO_0138923>	"A decreased occurrence of cell population proliferation in regenerating hindlimb."	
<http://purl.obolibrary.org/obo/XPO_0102153>	"Any unspecified morphological anomaly of the animal blastomere, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0133890>	"An increased occurrence of apoptotic process in occipital lateral line."	
<http://purl.obolibrary.org/obo/XPO_0135485>	"An increased occurrence of cell population proliferation in myoblast."	
<http://purl.obolibrary.org/obo/XPO_0133880>	"An increased occurrence of apoptotic process in tongue."	
<http://purl.obolibrary.org/obo/XPO_0141580>	"Wide or increased width of the spike in regenerating hindlimb."	
<http://purl.obolibrary.org/obo/XPO_0134344>	"An increased occurrence of apoptotic process in cardiac myocyte."	
<http://purl.obolibrary.org/obo/XPO_0107302>	"Abnormality of neurenteric canal."	
<http://purl.obolibrary.org/obo/XAO_0000050>	"Primary germ layer that is the middle of the embryo's germ layers."	"UBERON:0000926"
<http://purl.obolibrary.org/obo/PATO_0001018>	"A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities."	"Wikipedia:Physical_property"
<http://purl.obolibrary.org/obo/XPO_0139251>	"A decreased occurrence of cell population proliferation in m. geniohyoideus primordium."	
<http://purl.obolibrary.org/obo/XPO_0102672>	"Any unspecified morphological anomaly of the axial mesoderm, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0132845>	"An abnormal development of the sclerotome of trunk somite 2."	
<http://purl.obolibrary.org/obo/XPO_0129529>	"An increase in the size of the surface structure."	
<http://purl.obolibrary.org/obo/XPO_0132980>	"An abnormal development of the amphibian papilla."	
<http://purl.obolibrary.org/obo/XPO_0137096>	"A decreased occurrence of apoptotic process in oculomotor nerve."	
<http://purl.obolibrary.org/obo/XPO_0136981>	"A decreased occurrence of apoptotic process in taste bud."	
<http://purl.obolibrary.org/obo/UBERON_0007794>	"Any fluid produced by a serous gland."	"Wikipedia:Serous_fluid"
<http://purl.obolibrary.org/obo/XPO_0126794>	"An abnormally localised mandibular crest."	
<http://purl.obolibrary.org/obo/XPO_0138186>	"A decreased occurrence of cell population proliferation in epidermis outer layer."	
<http://purl.obolibrary.org/obo/UBERON_0010345>	"Mesenchyme that develops_from a head mesenchyme from mesoderm and is part of a 4th arch mesenchyme."	"EHDAA2:0000097 EMAPA:16771"
<http://purl.obolibrary.org/obo/XPO_0135916>	"An increased occurrence of cell population proliferation in pre-enamel."	
<http://purl.obolibrary.org/obo/XPO_0132010>	"An abnormal development of the tail region."	
<http://purl.obolibrary.org/obo/XPO_0133081>	"An abnormal development of the ventro-lateral marginal zone."	
<http://purl.obolibrary.org/obo/XPO_0133313>	"An abnormal development of the prepollex."	
<http://purl.obolibrary.org/obo/XPO_0134438>	"An increased occurrence of apoptotic process in bone element."	
<http://purl.obolibrary.org/obo/XPO_0138927>	"A decreased occurrence of cell population proliferation in retinal cone cell."	
<http://purl.obolibrary.org/obo/XPO_0135134>	"An increased occurrence of cell population proliferation in involuted ventral mesoderm."	
<http://purl.obolibrary.org/obo/GO_0140097>	"Catalytic activity that acts to modify DNA."	
<http://purl.obolibrary.org/obo/XPO_0100203>	"Abnormality of endocrine cell."	
<http://purl.obolibrary.org/obo/XPO_0136684>	"A decreased occurrence of apoptotic process in involuted dorsal mesoderm."	
<http://purl.obolibrary.org/obo/XPO_0128887>	"An abnormal reduction in the size of the ophthalmic vein."	
<http://purl.obolibrary.org/obo/XPO_0137311>	"A decreased occurrence of apoptotic process in odontogenic papilla."	
<http://purl.obolibrary.org/obo/XPO_0135133>	"An increased occurrence of cell population proliferation in involuted dorsal mesoderm."	
<http://purl.obolibrary.org/obo/XPO_0133741>	"An increased occurrence of apoptotic process in primary oogonium."	
<http://purl.obolibrary.org/obo/XPO_0140443>	"An abnormally necrotic pronephric duct."	
<http://purl.obolibrary.org/obo/CHEBI_27369>	"A neutral compound having formal unit electrical charges of opposite sign on non-adjacent atoms. Sometimes referred to as inner salts, dipolar ions (a misnomer)."	
<http://purl.obolibrary.org/obo/XPO_0102330>	"Any unspecified morphological anomaly of the optic stalk, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0140910>	"An abnormally necrotic ventral septum."	
<http://purl.obolibrary.org/obo/XPO_0132823>	"An abnormal development of the basal region."	
<http://purl.obolibrary.org/obo/XPO_0132415>	"An abnormal development of the sclerotome of tail somite 18."	
<http://purl.obolibrary.org/obo/XPO_0137579>	"A decreased occurrence of apoptotic process in interdigital region."	
<http://purl.obolibrary.org/obo/XPO_0135602>	"An increased occurrence of cell population proliferation in primordial germ cell."	
<http://purl.obolibrary.org/obo/CL_0002591>	"A smooth muscle of the pulmonary artery."	"BTO:0003336"
<http://purl.obolibrary.org/obo/XPO_0101160>	"Abnormality of ventral funiculus."	
<http://purl.obolibrary.org/obo/XPO_0133676>	"An increased occurrence of apoptotic process in optic nerve."	
<http://purl.obolibrary.org/obo/XPO_0102688>	"Any unspecified morphological anomaly of the anterior ventral blood island, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0136223>	"An increased occurrence of cell population proliferation in proximal tubule."	
<http://purl.obolibrary.org/obo/XPO_0129454>	"An abnormal reduction in the size of the organ cortex."	
<http://purl.obolibrary.org/obo/XPO_0134904>	"An increased occurrence of apoptotic process in multiciliated cell."	
<http://purl.obolibrary.org/obo/XPO_0136459>	"An increased occurrence of cell population proliferation in pars interna of the stapes."	
<http://purl.obolibrary.org/obo/XPO_0127463>	"An abnormally localised pectoral appendage."	
<http://purl.obolibrary.org/obo/XPO_0133554>	"An increased occurrence of apoptotic process in dorsal aorta."	
<http://purl.obolibrary.org/obo/GO_0034219>	"The process in which a carbohydrate is transported across a membrane."	
<http://purl.obolibrary.org/obo/XPO_0125331>	"Absence of blastomere V2.1."	
<http://purl.obolibrary.org/obo/XPO_0141662>	"Complete loss of the ability to move forelimb."	
<http://purl.obolibrary.org/obo/XPO_0141573>	"A morphological abnormality of the cartilage tissue in the hindlimb."	
<http://purl.obolibrary.org/obo/XPO_0137160>	"A decreased occurrence of apoptotic process in natural killer cell."	
<http://purl.obolibrary.org/obo/XPO_0124772>	"Absence of embryonic structure."	
<http://purl.obolibrary.org/obo/XPO_0135869>	"An increased occurrence of cell population proliferation in hyaloid artery."	
<http://purl.obolibrary.org/obo/GO_0032332>	"Any process that activates or increases the frequency, rate or extent of chondrocyte differentiation."	
<http://purl.obolibrary.org/obo/XPO_0101021>	"Abnormality of dorsal foregut."	
<http://purl.obolibrary.org/obo/XPO_0103132>	"Any unspecified morphological anomaly of the endodermal cell, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0139297>	"A decreased occurrence of cell population proliferation in forelimb bud tip."	
<http://purl.obolibrary.org/obo/XPO_0139207>	"A decreased occurrence of cell population proliferation in regenerating zeugopod skeleton."	
<http://purl.obolibrary.org/obo/XPO_0131980>	"An abnormal development of the cardiac atrium."	
<http://purl.obolibrary.org/obo/GO_0051931>	"Any process that modulates the frequency, rate or extent of sensory perception, the series of events required for an organism to receive a sensory stimulus, convert it to a molecular signal, and recognize and characterize the signal."	
<http://purl.obolibrary.org/obo/XPO_0101895>	"Any unspecified morphological anomaly of the prethalamus, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0132331>	"An abnormal development of the postcranial axial skeleton."	
<http://purl.obolibrary.org/obo/XPO_0101157>	"Abnormality of female organism."	
<http://purl.obolibrary.org/obo/XPO_0134863>	"An increased occurrence of apoptotic process in blastomere D1.2.1."	
<http://purl.obolibrary.org/obo/XPO_0115314>	"Abnormal(ly) undivided of branchial crest (Temporary definition)."	
<http://purl.obolibrary.org/obo/XPO_0137001>	"A decreased occurrence of apoptotic process in dorsal tail fin."	
<http://purl.obolibrary.org/obo/XPO_0130055>	"An increase in the size of the urogenital system."	
<http://purl.obolibrary.org/obo/XAO_0005035>	"Any of a pair of large, easily identifiable, reticulospinal neurons at the level of the ear in the hindbrain. Importantly, they enable the escape reflex. Inner ear vestibular and auditory neurons form synapses on the lateral dendrite of the ipsilateral Mauthner cell, which in turn form synapses on contralateral spinal motor neurons to activate the C-start escape response."	"CL:0000246"
<http://purl.obolibrary.org/obo/XPO_0138793>	"A decreased occurrence of cell population proliferation in electrically active cell."	
<http://purl.obolibrary.org/obo/XPO_0140510>	"An abnormally necrotic postcranial axial skeleton."	
<http://purl.obolibrary.org/obo/XPO_0100946>	"Abnormality of melanotrope."	
<http://purl.obolibrary.org/obo/XPO_0125317>	"Absence of anterior amygdala."	
<http://purl.obolibrary.org/obo/GO_0046621>	"Any process that stops, prevents, or reduces the frequency, rate or extent of growth of an organ of an organism."	
<http://purl.obolibrary.org/obo/XPO_0130145>	"An increase in the size of the posterior neural tube."	
<http://purl.obolibrary.org/obo/XPO_0103690>	"Absence of the digit-joint region in the forelimb digit 4."	
<http://purl.obolibrary.org/obo/GO_0002698>	"Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune effector process."	
<http://purl.obolibrary.org/obo/XPO_0127587>	"An abnormally localised external coil of the small intestine."	
<http://purl.obolibrary.org/obo/XPO_0132574>	"An abnormal development of the dorsal caudal lymphatic vessel."	
<http://purl.obolibrary.org/obo/XPO_0135377>	"An increased occurrence of cell population proliferation in musculoabdominal vein."	
<http://purl.obolibrary.org/obo/XPO_0136446>	"An increased occurrence of cell population proliferation in distal stomach."	
<http://purl.obolibrary.org/obo/XPO_0115844>		
<http://purl.obolibrary.org/obo/XPO_0101755>	"Any unspecified morphological anomaly of the pelvic girdle, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XAO_0003080>	"Skeletal element in the midline of the pelvic girdle that arises from somites 10-13. It is a rodlike caudal bony structure unique to anurans that lies within a compartment formed by the elongated, anteriorly oriented pelvic girdle. It is formed by the fusion of the neural arches of the 10th-13th vertebrae, and the posterior-most remnants of the hypochord. Timing of complete ossification varies between NF stages 62 and 66."	"UBERON:0003106"
<http://purl.obolibrary.org/obo/XPO_0127887>	"An abnormally localised motor axon."	
<http://purl.obolibrary.org/obo/XAO_0003240>	"A type of cell, found in the digestive tract, that secrete enzymes that break down polymeric macromolecules into their smaller building blocks, in order to facilitate their absorption by the body."	"CL:0000470"
<http://purl.obolibrary.org/obo/XPO_0131417>	"The presence of an increased number of cilium in the proximal tubule."	
<http://purl.obolibrary.org/obo/XPO_0135103>	"An increased occurrence of cell population proliferation in cement gland primordium."	
<http://purl.obolibrary.org/obo/XPO_0136915>	"A decreased occurrence of apoptotic process in caudal artery."	
<http://purl.obolibrary.org/obo/CL_0000164>	"An endocrine cell that is located in the epithelium of the gastrointestinal tract or in the pancreas."	"MESH:D019858 FMA:62930 BTO:0003865"
<http://purl.obolibrary.org/obo/XPO_0132718>	"An abnormal development of the multiciliated cell."	
<http://purl.obolibrary.org/obo/XPO_0136299>	"An increased occurrence of cell population proliferation in mammilary region."	
<http://purl.obolibrary.org/obo/XPO_0131577>	"An abnormal reduction in the size of the myofibril."	
<http://purl.obolibrary.org/obo/XPO_0141206>	"An abnormally necrotic cardiac ventricle."	
<http://purl.obolibrary.org/obo/XPO_0131611>	"An increase in the size of the roof of mouth."	
<http://purl.obolibrary.org/obo/XPO_0115845>		
<http://purl.obolibrary.org/obo/XPO_0133774>	"An increased occurrence of apoptotic process in head somite."	
<http://purl.obolibrary.org/obo/GO_0055019>	"Any process that stops, prevents, or reduces the frequency, rate or extent of cardiac muscle fiber development."	
<http://purl.obolibrary.org/obo/XPO_0128224>	"An abnormal reduction in the size of the non-neural ectoderm."	
<http://purl.obolibrary.org/obo/XPO_0100111>	"Abnormality of cranial nerve."	
<http://purl.obolibrary.org/obo/XPO_0136546>	"An increased occurrence of cell population proliferation in neurenteric canal."	
<http://purl.obolibrary.org/obo/PATO_0001786>	"A shape quality inhering in a bearer by virtue of the bearer's being divided or broken up into parts or divisions."	
<http://purl.obolibrary.org/obo/XAO_0005159>	"The section of the stomach which is attached to the esophagus and contains the cardiac glands."	"UBERON:0001162"
<http://purl.obolibrary.org/obo/XPO_0101546>	"Abnormality of dorsal pallium."	
<http://purl.obolibrary.org/obo/XPO_0141072>	"An abnormally necrotic oligodendrocyte."	
<http://purl.obolibrary.org/obo/XPO_0103908>	"Absence of hindlimb digit 1."	
<http://purl.obolibrary.org/obo/XPO_0131792>	"An abnormal development of the m. levator mandibulae longus internus primordium."	
<http://purl.obolibrary.org/obo/XPO_0131826>	"An abnormal development of the muscle."	
<http://purl.obolibrary.org/obo/XPO_0137864>	"A decreased occurrence of apoptotic process in sclerotome of tail somite 18."	
<http://purl.obolibrary.org/obo/GO_0090307>	"Mitotic bipolar spindle assembly begins with spindle microtubule nucleation from the separated spindle pole body, includes spindle elongation during prometaphase, and is complete when all kinetochores are stably attached the spindle, and the spindle assembly checkpoint is satisfied."	
<http://purl.obolibrary.org/obo/GO_0061385>	"The multiplication or reproduction of fibroblasts, resulting in the expansion of a fibroblast population that contributes to the shaping of the heart."	
<http://purl.obolibrary.org/obo/XPO_0131213>	"The presence of a reduced number of oocyte."	
<http://purl.obolibrary.org/obo/XPO_0115846>		
<http://purl.obolibrary.org/obo/XPO_0138731>	"A decreased occurrence of cell population proliferation in dorsal hyoid arch skeleton."	
