Entity ID,Quality ID,Quality Name
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000502,delayed
XAO:0003026,PATO:0000502,delayed
XAO:0003026,PATO:0000587,decreased size
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003025,,
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003204,PATO:0000609,closure incomplete
XAO:0000208,PATO:0000646,malformed
XAO:0000208,PATO:0000462,absent
XAO:0000208,PATO:0000646,malformed
XAO:0000208,PATO:0000646,malformed
XAO:0000208,PATO:0000646,malformed
XAO:0000208,PATO:0000646,malformed
XAO:0000208,PATO:0000646,malformed
XAO:0000208,PATO:0000646,malformed
XAO:0000208,PATO:0000646,malformed
XAO:0000295,PATO:0001646,protruding out of
XAO:0000058,PATO:0000646,malformed
XAO:0000064,PATO:0000646,malformed
XAO:0000107,PATO:0000462,absent
XAO:0000107,PATO:0000462,absent
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000936,truncated
XAO:0000179,PATO:0000462,absent
XAO:0000179,PATO:0000462,absent
XAO:0000179,PATO:0000587,decreased size
XAO:0000208,PATO:0000462,absent
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0003004,PATO:0000587,decreased size
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000646,malformed
XAO:0003004,PATO:0000646,malformed
XAO:0003004,PATO:0000646,malformed
XAO:0003004^BFO_XB:0000051(BSPO:0000027),PATO:0001450,edematous
XAO:0003004^BFO_XB:0000051(BSPO:0000027)^RO:0002221(XAO:0000064),PATO:0001450,edematous
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003025,PATO:0000646,malformed
XAO:0003025,PATO:0000936,truncated
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000936,truncated
XAO:0003026,PATO:0000936,truncated
XAO:0003026,PATO:0000936,truncated
XAO:0003026,PATO:0001798,kinked
XAO:0004063,PATO:0001450,edematous
XAO:0004063,PATO:0001799,ruffled
XAO:0004063,PATO:0001799,ruffled
XAO:0004063,PATO:0001799,ruffled
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000936,truncated
XAO:0000107,PATO:0000936,truncated
XAO:0003024,PATO:0000646,malformed
XAO:0004063,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0001019,PATO:0000646,malformed
XAO:0003004,PATO:0000587,decreased size
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003025^BFO_XB:0000051(BSPO:0000084),PATO:0001450,edematous
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0004063,PATO:0000646,malformed
XAO:0000064,PATO:0000646,malformed
XAO:0000208,PATO:0002135,delayed closure
XAO:0001014,PATO:0001997,decreased amount
XAO:0003004,PATO:0000587,decreased size
XAO:0003004,PATO:0000587,decreased size
XAO:0003004,PATO:0000587,decreased size
XAO:0003004,PATO:0000587,decreased size
XAO:0003004,PATO:0000646,malformed
XAO:0003004^BFO_XB:0000051(BSPO:0000084),PATO:0001450,edematous
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000936,truncated
XAO:0003004,PATO:0002037,degeneration
XAO:0000208,PATO:0002135,delayed closure
XAO:0003004,PATO:0000574,decreased length
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003025,PATO:0000646,malformed
XAO:0003026,PATO:0000936,truncated
XAO:0000125,PATO:0000460,abnormal
XAO:0000125,PATO:0000460,abnormal
XAO:0000299^BFO_XB:0000050(XAO:0003025),PATO:0001617,deformed
XAO:0000299^BFO_XB:0000050(XAO:0003025),PATO:0001617,deformed
XAO:0003026,PATO:0001617,deformed
XAO:0000058,PATO:0000646,malformed
XAO:0000064,PATO:0000646,malformed
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004^BFO_XB:0000051(XAO:0003057),PATO:0000574,decreased length
XAO:0003024,PATO:0000587,decreased size
XAO:0003025^BFO_XB:0000051(BSPO:0000084),PATO:0000646,malformed
XAO:0003025^BFO_XB:0000051(BSPO:0000084),PATO:0001450,edematous
XAO:0003025^BFO_XB:0000051(BSPO:0000084),PATO:0001450,edematous
XAO:0003025^BFO_XB:0000051(BSPO:0000084),PATO:0001450,edematous
XAO:0003026,PATO:0000646,malformed
XAO:0000125,PATO:0000646,malformed
XAO:0003004^BFO_XB:0000051(BSPO:0000072),PATO:0000574,decreased length
XAO:0003025^BFO_XB:0000051(BSPO:0000084),PATO:0001450,edematous
XAO:0003026,PATO:0000646,malformed
XAO:0000125,PATO:0000646,malformed
XAO:0000179,PATO:0000587,decreased size
XAO:0000179,PATO:0000646,malformed
XAO:0000179,PATO:0000646,malformed
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000936,truncated
XAO:0003057^BFO_XB:0000050(XAO:0003004),PATO:0000467,present
XAO:0000064,PATO:0000646,malformed
XAO:0000099,PATO:0000646,malformed
XAO:0000179,PATO:0000587,decreased size
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0001450,edematous
XAO:0003025,PATO:0000646,malformed
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000936,truncated
XAO:0003026,PATO:0000936,truncated
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000967,undulate
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000617,bent
XAO:0000058,PATO:0000646,malformed
XAO:0000064,PATO:0000460,abnormal
XAO:0000064,PATO:0001617,deformed
XAO:0000125,PATO:0000460,abnormal
XAO:0000208,PATO:0000502,delayed
XAO:0000299^BFO_XB:0000050(XAO:0003025),PATO:0000646,malformed
XAO:0000299^BFO_XB:0000050(XAO:0003025),PATO:0000646,malformed
XAO:0000299^BFO_XB:0000050(XAO:0003025),PATO:0001450,edematous
XAO:0000299^BFO_XB:0000050(XAO:0003025),PATO:0001450,edematous
XAO:0000299^BFO_XB:0000050(XAO:0003025),PATO:0001617,deformed
XAO:0000299^BFO_XB:0000050(XAO:0003025),PATO:0001847,constricted
XAO:0000299^BFO_XB:0000050(XAO:0003025),PATO:0001847,constricted
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003057^BFO_XB:0000050(XAO:0003026),PATO:0000936,truncated
XAO:0004182,PATO:0001450,edematous
XAO:0000058,PATO:0000646,malformed
XAO:0000058,PATO:0000646,malformed
XAO:0000064,PATO:0000646,malformed
XAO:0000107,PATO:0000646,malformed
XAO:0000179,PATO:0000646,malformed
XAO:0003004,PATO:0000587,decreased size
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000646,malformed
XAO:0003026,PATO:0000936,truncated
XAO:0003026,PATO:0000936,truncated
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001468,curved dorsal
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001798,kinked
XAO:0001014,PATO:0001997,decreased amount
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0001501,immature
XAO:0003025,PATO:0000645,hypoplastic
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000645,hypoplastic
XAO:0003026,PATO:0000645,hypoplastic
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001469,curved ventral
XAO:0003026,PATO:0001501,immature
XAO:0003026,PATO:0001798,kinked
XAO:0003026,PATO:0001798,kinked
XAO:0003026,PATO:0001798,kinked
XAO:0003026,PATO:0001798,kinked
XAO:0003026,PATO:0001798,kinked
XAO:0003026,PATO:0001798,kinked
XAO:0004108,PATO:0002019,aplastic growth
XAO:0004108,PATO:0002019,aplastic growth
XAO:0004108,PATO:0002019,aplastic growth
XAO:0004108,PATO:0002019,aplastic growth
XAO:0004108,PATO:0000460,abnormal
XAO:0000195,PATO:0000628,mislocalised
XAO:0000195,PATO:0001473,duplicated
XAO:0004108,PATO:0000460,abnormal
XAO:0004108,PATO:0002019,aplastic growth
XAO:0004108^BFO_XB:0000051(XAO:0004122),PATO:0000460,abnormal
XAO:0004108^BFO_XB:0000050(XAO:0003023),PATO:0000460,abnormal
XAO:0004108^BFO_XB:0000050(XAO:0003023),PATO:0000937,disorganized
XAO:0004108^BFO_XB:0000050(XAO:0003023),PATO:0002364,shortened
XAO:0000064,PATO:0000646,malformed
XAO:0000337,PATO:0000646,malformed
XAO:0000064,PATO:0000646,malformed
XAO:0000064,PATO:0000646,malformed
XAO:0000064,PATO:0000625,inverted
XAO:0000064,PATO:0000625,inverted
XAO:0000064,PATO:0000625,inverted
XAO:0000103,PATO:0000937,disorganized
XAO:0000103,PATO:0000937,disorganized
XAO:0000103^BFO_XB:0000051(BSPO:0000036),PATO:0000366,left
XAO:0000103^BFO_XB:0000051(BSPO:0000036),PATO:0000366,left
XAO:0000103^BFO_XB:0000051(BSPO:0000036),PATO:0000366,left
XAO:0005063,PATO:0000625,inverted
XAO:0005063,PATO:0000625,inverted
XAO:0005063,PATO:0000625,inverted
XAO:0000179,PATO:0000462,absent
XAO:0000179,PATO:0000462,absent
XAO:0000179,PATO:0000587,decreased size
XAO:0000179,PATO:0000587,decreased size
XAO:0000179,PATO:0000587,decreased size
XAO:0000474,PATO:0000609,closure incomplete
XAO:0000474,PATO:0000609,closure incomplete
XAO:0003217,PATO:0001772,surrounding
XAO:0000103,PATO:0000646,malformed
XAO:0000103,PATO:0000937,disorganized
XAO:0000064,PATO:0000625,inverted
XAO:0005063,PATO:0000625,inverted
XAO:0000103^RO:0000086(GO:0009952),PATO:0000462,absent
XAO:0000179,PATO:0000587,decreased size
XAO:0000474,PATO:0000609,closure incomplete
XAO:0003217,PATO:0001772,surrounding
XAO:0000052^RO:0001018(XAO:0003026),PATO:0000462,absent
XAO:0000058,PATO:0000461,normal
XAO:0004307,PATO:0000461,normal
XAO:0000338,PATO:0001999,lacks parts or has fewer parts of type
XAO:0000064,PATO:0000461,normal
XAO:0002000,PATO:0000461,normal
XAO:0000138,PATO:0001999,lacks parts or has fewer parts of type
XAO:0000051,PATO:0001999,lacks parts or has fewer parts of type
XAO:0000241,PATO:0001999,lacks parts or has fewer parts of type
XAO:0000338,PATO:0000461,normal
XAO:0000138,PATO:0000461,normal
XAO:0000051,PATO:0000461,normal
XAO:0000052,PATO:0000461,normal
XAO:0000311^RO:0000086(GO:0008078)^RO:0002326(XAO:0000051),PATO:0002050,normal amount
XAO:0000311^RO:0000086(GO:0008078)^RO:0002326(XAO:0000051),PATO:0002050,normal amount
XAO:0000311^RO:0000086(GO:0008078)^RO:0002326(XAO:0000051),PATO:0001997,decreased amount
XAO:0003004,PATO:0000461,normal
XAO:0000002,PATO:0000587,decreased size
XAO:0003026,PATO:0000574,decreased length
XAO:0003026,PATO:0000617,bent
XAO:0003004,PATO:0000461,normal
XAO:0003026,PATO:0000617,bent
XAO:0000170,PATO:0000460,abnormal
XAO:0001017,PATO:0000460,abnormal
XAO:0001017,PATO:0000460,abnormal
XAO:0001017,PATO:0001671,increased distribution
XAO:0003046,PATO:0001566,distributed
XAO:0004022,PATO:0000462,absent
XAO:0004121,PATO:0000462,absent
XAO:0004121,PATO:0000462,absent
XAO:0004121,PATO:0000462,absent
XAO:0004121,PATO:0000592,decreased thickness
XAO:0004402,PATO:0000460,abnormal
XAO:0004402,PATO:0000460,abnormal
XAO:0004402,PATO:0000460,abnormal
XAO:0004402,PATO:0000460,abnormal
XAO:0004402,PATO:0000587,decreased size
XAO:0000170,PATO:0000461,normal
XAO:0003046,PATO:0001566,distributed
XAO:0004022,PATO:0000461,normal
XAO:0004107,PATO:0000461,normal
XAO:0004121,PATO:0000461,normal
XAO:0004121,PATO:0000461,normal
XAO:0004397,PATO:0000461,normal
XAO:0004402,PATO:0000461,normal
XAO:0004402,PATO:0000461,normal
XAO:0005038^BFO_XB:0000050(XAO:0003015),PATO:0001654,misaligned with
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003212),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003212),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0000467,present
XAO:0004107^BFO_XB:0000050(XAO:0004264),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0002001,has fewer parts of type
XAO:0003026,PATO:0000574,decreased length
XAO:0000179,PATO:0000587,decreased size
XAO:0001014,PATO:0002001,has fewer parts of type
XAO:0003024,PATO:0000587,decreased size
XAO:0004023,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003035),PATO:0001997,decreased amount
XAO:0004107^BFO_XB:0000050(XAO:0003035),PATO:0002001,has fewer parts of type
XAO:0004107^BFO_XB:0000050(XAO:0003035),PATO:0002001,has fewer parts of type
XAO:0004107^BFO_XB:0000050(XAO:0003211),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003211),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0003212),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003212),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0000467,present
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0003004,PATO:0000574,decreased length
XAO:0003024,PATO:0000599,decreased width
XAO:0003030,PATO:0000462,absent
XAO:0003031,PATO:0000460,abnormal
XAO:0003031,PATO:0000574,decreased length
XAO:0003004,PATO:0000574,decreased length
XAO:0003024,PATO:0000599,decreased width
XAO:0003030,PATO:0000462,absent
XAO:0003031,PATO:0000460,abnormal
XAO:0003031,PATO:0000574,decreased length
XAO:0004107^BFO_XB:0000050(XAO:0003012),PATO:0000912,increased rate
XAO:0004107^BFO_XB:0000050(XAO:0004489),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0004489),PATO:0000600,increased width
XAO:0004107^BFO_XB:0000050(XAO:0004489),PATO:0000642,fused with
XAO:0004107^BFO_XB:0000050(XAO:0004489),PATO:0001201,Y-shaped
XAO:0001001,PATO:0002283,decreased mobility
XAO:0001001^RO:0000053(GO:0035282),PATO:0000461,normal
XAO:0004260^RO:0000053(GO:0035282),PATO:0000460,abnormal
XAO:0004260^RO:0000053(GO:0035282),PATO:0000461,normal
XAO:0000024^RO:0000053(GO:0016477),PATO:0000461,normal
XAO:0000024^RO:0000053(GO:0016477),PATO:0000461,normal
XAO:0000025^RO:0000053(GO:0016477),PATO:0000460,abnormal
XAO:0000025^RO:0000053(GO:0016477),PATO:0000460,abnormal
XAO:0000026^RO:0000053(GO:0016477),PATO:0000460,abnormal
XAO:0000026^RO:0000053(GO:0016477),PATO:0000460,abnormal
XAO:0000026,PATO:0002034,undivided
XAO:0000026^RO:0000053(GO:0016477),PATO:0000297,arrested
XAO:0004187,PATO:0000642,fused with
